,CensusTract,rating,review_count,total_resturants,Mexican,American (New),Food Trucks,Cafes,Coffee & Tea,Italian,Breakfast & Brunch,Burgers,Japanese,Korean,American (Traditional),Mediterranean,Seafood,Chinese,Pizza,Sandwiches,Bakeries,Barbeque,Thai,Ramen,Tacos,Sushi Bars,Bars,Latin American,Asian Fusion,Filipino,Food Stands,Indian,French,Delis,Vegan,Vietnamese,Diners,Sports Bars,Middle Eastern,Persian/Iranian,Salad,Salvadoran,Cocktail Bars,Wine Bars,Chicken Wings,Street Vendors,Taiwanese,Creperies,Hot Dogs,Caribbean,Hawaiian,Brazilian,Southern,Soul Food,average resturant price,Unnamed: 0,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Unnamed: 0.1,africanamerican138,africanamerican200,age_0_15_138,age_0_15_200,age_16_18_138,age_16_18_200,age_19_20_138,age_19_20_200,age_21_25_138,age_21_25_200,age_26_59_138,age_26_59_200,age_60_64_138,age_60_64_200,age_65up_138,age_65up_200,asian138,asian200,census_tract,female138,female200,latino138,latino200,male138,male200,multi_race138,nativeamerican138,nativeamerican200,other138,otherrace200,pacific_islander138,pacificislander200,service_area,two_more200,white138,white200,percent_bachelors,africanamericantotal,age_0_15_total,age_16_18_total,age_19_20_total,age_21_25_total,age_26_59_total,age_60_64_total,age_65up_total,asiantotal,femaletotal,latinototal,maletotal,multi_racetotal,nativeamericantotal,othertotal,pacific_islandertotal,whitetotal,total_pop,bachelors_percap,138_percap,200_percap,tract_group
Men,0.06438475574044478,0.043525456557654794,-0.10798079307387454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0963414539468066,0.9737679555281146,1.0,0.9003853892457153,0.0712075511631266,-0.07518301036558751,-0.008563504885729963,-0.028630713214736436,0.0017491593176818768,-0.005372286739642228,0.8132149892243176,0.012319939579066791,-0.11061876498973393,-0.07731004893860619,-0.19852875224456046,-0.06951745732153795,-0.04353986022309541,-0.039390196578774794,-0.03991987998189321,0.04481550878397943,0.06014469082271723,0.05576839906101382,0.13180479938824266,0.0968757060629531,-0.10078874007688028,-0.07359521869172408,-0.05865814522786413,-0.14779279921423666,-0.0006497831183868111,0.8565987474389893,0.04948292158035486,0.03851764865085669,-0.11406487656559211,0.0035244665307528093,-0.08183927141570939,-0.06905638439147559,0.15486184102102935,0.1528064142782426,0.26808294884862366,0.30364849378672687,0.279066490987766,0.30864794090208914,0.20982883573911104,0.24467999955313127,0.1925177728396345,0.23144929747909576,0.3445061993535813,0.3490764817602942,0.3513904768675726,0.356775835224973,0.23839568689701895,0.24971096555957253,0.097059310235385,0.10583483796848472,-0.1731186933585108,0.3173445899752882,0.34052184119206075,0.24397573172078807,0.25966908808593325,0.3257192539451278,0.3456717892987642,0.31295616556314804,0.21464004067401116,0.24294323125106423,0.2128205556833148,0.22356893673280276,0.11481600912406748,0.128475711629682,-0.0908821734832018,0.32624197857549747,0.20006493142560558,0.21127710902593821,-0.10502206442749273,0.15384059985328974,0.2887770769592424,0.29647008091042093,0.22973467350487592,0.21406577493213252,0.3480263040029211,0.35586652948987646,0.2455383034397177,0.10225103697756056,0.33141708145239823,0.2534864496855082,0.33790237138894047,0.321381585561376,0.2317202681612395,0.22000837712425403,0.12309940176886712,0.2069262405532319,0.3356273612939697,-0.10502206442749266,0.322463751662848,0.34409581913598086,-0.17261714835377706
Women,0.06682486486035656,0.03975061969468846,-0.1446479320802401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11215710952672615,0.9757690121480014,0.9003853892457153,1.0,0.02613332059842838,-0.06689423742535415,0.043291458817110384,-0.040273319263078595,0.031581879994344766,-0.0038707946398867767,0.8178533254712534,0.02409338288179748,-0.10099730713647143,-0.05641344964151732,-0.18474286845536286,-0.09406506666752938,-0.07709877598525944,-0.022681463691719618,-0.06578940362228218,0.10703379230733796,0.015146485106422226,0.032437383576372235,0.19747051566000084,0.09053437166951464,-0.16672952086366358,-0.08766384007312235,-0.0885097666730617,-0.15942367130257618,-0.03137996165131541,0.873077606399963,0.027903027894886048,0.08769223763865125,-0.14945867325372325,0.0212625378383878,-0.07051485031413478,-0.0010384596844711744,0.23085027755102494,0.23559475546570277,0.2818837692718159,0.32123067679867645,0.3032787442481198,0.3359522655281694,0.23535466146785014,0.2723206561476974,0.18617002949876008,0.22642955753916627,0.3013034832177212,0.3139706625707012,0.31427950203295785,0.33389079641160774,0.22861111564609393,0.24391631564396357,0.0740448987048992,0.08480360421921161,-0.14591001534880652,0.3243974675158652,0.3513324685345211,0.22287261224589414,0.24162580043467127,0.2943982824466236,0.3186019668704925,0.3248260056558693,0.1168025423914355,0.15335233810076562,0.2007469038767246,0.21482067390126053,0.13518814539183024,0.15179203824864937,-0.025751517225981874,0.34016442778276385,0.1525676621934677,0.16729564271814215,-0.07163305172020655,0.23361315493966955,0.3046981709628892,0.32248212717230884,0.25651871358714706,0.20840709181421113,0.3094301672637972,0.32680450327983274,0.23801881650224682,0.08031042873010014,0.3406094790984703,0.2340779732548621,0.30889123809979074,0.3344386795400479,0.13744755121643434,0.20968709575124386,0.14523360250309078,0.16129574740910263,0.3261183523893041,-0.07163305172020656,0.3107515935152336,0.3363535126584389,-0.14481828976520653
Hispanic,-0.08132252247325188,0.16402604749662314,-0.25430223239168814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0789891897765199,0.04955376279177416,0.0712075511631266,0.02613332059842838,1.0,-0.7838975799848013,-0.08400839308610526,-0.068201760542891,-0.4094090122936588,-0.04966781386322897,-0.3782548027195254,-0.611485374419341,-0.45331960640264346,-0.7104106854846736,-0.5356265166801037,0.5239759727200445,0.5783925544009028,-0.8518420637105394,0.5630626484126475,-0.005171452504973733,0.7053847113279084,0.8049602939696524,-0.28697358677023943,0.48721141349672936,0.3877360859758537,-0.02534800029250864,0.0608027359520377,-0.48765802713297174,0.11721943669304553,-0.15350525265699563,0.37091294944887115,-0.231556566588742,-0.18611376359570503,-0.09800428003292085,0.2871807608731226,-0.06791850064634881,0.1269861932931476,0.11757000133095871,0.7098489658438896,0.7477894584425879,0.7112734190944007,0.7422994417964421,0.39886509942335974,0.48996802648926085,0.25886782012016485,0.34816983676478463,0.5232919609374291,0.5592588454495147,0.40938779141009923,0.45692899183225605,0.2116619337968727,0.24631950174008382,-0.09766007733331028,-0.09419179662067732,-0.055476397672684474,0.6016606356451523,0.6362788831291099,0.7887278983044148,0.8150521273676045,0.61223254020596,0.6482559754213266,-0.20536638927371081,0.26147935326746213,0.2764698583975792,0.305894563713254,0.3019500465726939,0.14508879351995319,0.14149638945655532,0.11016180393207729,-0.22851955366903956,-0.46868562102350286,-0.4742133812628574,-0.8831928200408742,0.12190633263381605,0.7342367929915626,0.7311672612626691,0.4503046258380168,0.30763624859966165,0.5455459665649335,0.4383797027229703,0.23213740796165272,-0.09590943595292317,0.6230943336941189,0.8055680279192835,0.6343022417939012,-0.2189830040355287,0.27182775437471207,0.3055829530276888,0.14384499682612487,-0.47302658867721115,0.6305386421450114,-0.8831928200408761,0.6087790129697469,0.6441243918346752,-0.0553549499986391
White,0.049726263776704444,-0.16726844362218635,0.17716314100258693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009770207689339937,-0.07291594178539043,-0.07518301036558751,-0.06689423742535415,-0.7838975799848013,1.0,-0.2721977640520402,0.02628214424118342,-0.03542219269462215,-0.057083712312452586,0.3167450521433156,0.67656539015146,0.5000792195182552,0.7846619108122153,0.5890054697714984,-0.5261410257494442,-0.5797175827786284,0.8216692875753747,-0.6022050415645342,-0.12188936120082534,-0.569961229263318,-0.7038510161102026,0.25768209649744145,-0.47696993875301513,-0.3999396547297058,0.024965043363900253,4.547223841014128e-06,0.5441272076158046,-0.13978351901803127,0.15266071247282179,-0.28742398978970823,0.05053530499616929,0.3068291669858405,0.08945968812867658,-0.3121522545379234,-0.10183150454156867,-0.3895655654495371,-0.38871820288204534,-0.6817834175768139,-0.7160632909673298,-0.6901195173232941,-0.7149624516518014,-0.43815317814056365,-0.5168864693509047,-0.3158533824237115,-0.3973353158896962,-0.5633259694601627,-0.5880231475776675,-0.5067663896476031,-0.5374452588524724,-0.364419531012249,-0.38931434814205956,-0.12283007440601124,-0.13348033950525237,-0.09703274702707267,-0.6371597594453278,-0.6647630454014358,-0.7031559522104435,-0.7253673697051372,-0.63127922221979,-0.6593686678829395,0.05668673324265567,-0.30956825729674076,-0.327554276602614,-0.40550313463010046,-0.4120875171947373,-0.1625316207613922,-0.16595297235403642,-0.2861896668976703,0.07925373304080537,0.5297872917720693,0.5448010953036257,0.8686368585040749,-0.38936928516984576,-0.7040386283068237,-0.706521048711736,-0.48297603356047114,-0.3606346349930136,-0.57911908784299,-0.5264302531708521,-0.37970371439773315,-0.12914199249451164,-0.6547562994716098,-0.7174528622763058,-0.6489270869182161,0.0695072996567355,-0.3219478874718713,-0.4115741721159718,-0.16531967582708396,0.5396539669415336,-0.6539464980468593,0.8686368585040748,-0.6363373765909184,-0.6641728689825626,-0.0969447834792474
Black,0.07407086621935359,-0.027849409836507435,-0.10662058609381547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11675529360230445,0.018373858854882977,-0.008563504885729963,0.043291458817110384,-0.08400839308610526,-0.2721977640520402,1.0,0.012091459595134031,-0.232063153340186,0.05576956535581696,0.01972275902277127,-0.2236132671910708,-0.12744226959606564,-0.16237052271846183,-0.09154941572444264,0.2005416789474222,0.18488404105820602,-0.15219294824928245,0.21213041046543266,0.08022252728613496,0.023799994756643374,0.04609813008448875,-0.032857453617071444,0.019112781817421848,0.11790511409263,-0.05347815155149826,-0.025386061088878854,-0.07639070302361126,0.09776341090987521,-0.08255085534544572,-0.18205298434614017,0.25900892207447745,-0.08542141557033117,-0.045623580568934036,0.25976654742476984,0.346361177498157,0.7955981680431514,0.8114898319977186,0.21300513494817433,0.2137693431751782,0.22489230966451376,0.21779843524948506,0.14633895090545812,0.1527853201725365,0.09417770781172322,0.10579092194390291,0.20296577282023864,0.17928900676616405,0.32767362955119667,0.28813148277223977,0.2077715026470906,0.17804255860621865,-0.1438113640876839,-0.1530865175094797,0.26841070929605515,0.2402823047255477,0.22616408308576902,0.07490592479897402,0.07028270668719043,0.1992263961152896,0.18460443017039543,0.21872117603725938,0.20666174707108748,0.2205024988970256,0.3446996145485463,0.3614416569400166,0.036617341063692646,0.04833290509001755,0.429322428519711,0.21224469225832454,-0.21325488235397425,-0.2217288391904391,-0.23054603162850687,0.8048681068784819,0.2145797756207141,0.22186135646522756,0.15044343232159743,0.10073507888633748,0.18969031607569897,0.3061903973542051,0.19126462403861008,-0.14938990055535975,0.23310251988929492,0.07244614487656441,0.1915452655023154,0.21578097468484395,0.21591018522620817,0.3559775749990003,0.04339191636399281,-0.2186017518788742,0.21345654482078338,-0.23054603162850734,0.22095638935913678,0.20647137558569517,0.26607972542875696
Native,0.05170273559353244,0.014851768980955771,0.020786852786332497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04502603306269055,-0.03552264075256994,-0.028630713214736436,-0.040273319263078595,-0.068201760542891,0.02628214424118342,0.012091459595134031,1.0,0.021129645190130844,0.07526752918867347,0.011463592345035823,0.01494248140849719,0.010679061022100228,-0.003051919402648049,0.004972245454053511,-0.030326104256972325,-0.04235575213366111,0.023798197863348382,-0.026734014183114763,0.04432062452000708,-0.012456260263668997,-0.04330417609271322,0.009552953823043045,-0.0412675962767961,-0.04429033085682123,0.005180511298861999,-0.03474782315027517,0.1127598446699232,0.00986785104718524,-0.037483858381246876,-0.08460723308455317,0.1161173943187975,-0.03457107610007655,-0.021698589094285774,0.015180817763428962,-0.045596875900955985,-0.039563063570474954,-0.03834170984328647,-0.08147530404523302,-0.07524967268760875,-0.08298702651842704,-0.08010255341101193,-0.08554998771465663,-0.08929485999118364,-0.07649692267368281,-0.08127838607841237,-0.06914998784550216,-0.06804450860011389,-0.02287521406947587,-0.03138457535995029,-0.011061287527924447,-0.016036187344480875,0.019377602978916483,0.02249642587142382,-0.010196944571879536,-0.08568505413010784,-0.0809074019884553,-0.0835184336614532,-0.08065754230918563,-0.07632336478910254,-0.07348168846589376,-0.03641912741431476,0.03695573054260618,0.04574266672302263,-0.08763476532063837,-0.08450597525425403,-0.030881380266134267,-0.03302999181337085,-0.048445420069701386,-0.026301691836188832,0.0008878913367275217,0.007886635959628102,0.016277151006058702,-0.03892009575965798,-0.07855282846500372,-0.08172147491646763,-0.08793650850756585,-0.07933098308630883,-0.06867994419340057,-0.027866023946594903,-0.013947981171759816,0.02118924179397078,-0.08326945041981343,-0.08208298198699839,-0.07493784594717581,-0.030865796011258325,0.04199689959670892,-0.08644842504271678,-0.03225268321264304,0.004850335286866034,-0.07944501967972306,0.0162771510060587,-0.08137803455250299,-0.07751408315882444,-0.01064321717314879
Asian,-0.015945489271191132,0.006291403692329439,0.3184734174009048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00991166878113485,0.01743090178259422,0.0017491593176818768,0.031581879994344766,-0.4094090122936588,-0.03542219269462215,-0.232063153340186,0.021129645190130844,1.0,0.06853422233963927,0.1285315336058225,0.1532712213476843,0.08997575927396428,0.10213950070215479,0.05508754677143861,-0.2201226911693981,-0.21593672351612855,0.27884618594190524,-0.1807996498403459,0.1418720171313335,-0.3285484742800247,-0.2996076653538335,0.10949913405750708,-0.09063056697433025,-0.11972994703080911,0.04363019539635103,-0.09398373280590147,0.0302426615262213,-0.04668581492023981,0.0859729391905112,-0.033536190777062526,0.1044430051669304,-0.09460752887133182,0.07304294227756904,-0.211755687860565,-0.0035179744968923438,-0.28047035289705086,-0.27867041565241224,-0.3326924230124297,-0.34581885510457894,-0.329356433850495,-0.33866069584636876,-0.08817568764371178,-0.12871429571574436,0.017804671070773836,-0.01795834665046001,-0.16142780207748,-0.16390610749026752,-0.15842338753724539,-0.15612692376336762,0.11926077105042486,0.12626910560217106,0.6748902750118801,0.7008414860295675,0.042737862115302366,-0.21227129285931554,-0.216282941091414,-0.316983974803354,-0.3237907480451239,-0.2059944709473693,-0.21135135864183563,0.09084033950597362,-0.1348324687724969,-0.14758721664785307,-0.17003303586876492,-0.1669193366735031,-0.022666853353172336,-0.02267859028481761,-0.09010828792269376,0.09916762967768718,0.11379797134074048,0.1004754231517999,0.3325441959424428,-0.2796760556734468,-0.34160489528943727,-0.3357768180024731,-0.11071369695054838,-0.0012935261800960185,-0.16327592617037046,-0.1577245144006905,0.12360879006526457,0.6911021053250432,-0.2152133947282204,-0.3216020476010186,-0.20960421876249233,0.09579110936461159,-0.14286528478642854,-0.1693542411333027,-0.022794310772887603,0.10655414405309076,-0.2131364951496994,0.33254419594244294,-0.20988330194219976,-0.21453228217731513,0.045256815048934466
Pacific,0.11434135618060241,0.02283910709054361,-0.040754698735188014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1361148216028762,-0.004733832479339937,-0.005372286739642228,-0.0038707946398867767,-0.04966781386322897,-0.057083712312452586,0.05576956535581696,0.07526752918867347,0.06853422233963927,1.0,-0.00020261870787286309,-0.0212423092184321,-0.005607520650223982,-0.0396518386394818,-0.01665335921249749,-0.013309547163356448,-0.009361702163671349,-0.02914791795724229,0.030919917328623044,0.04955270010896319,-0.023623422464094466,0.011921215544795407,0.03513982665250278,-0.007496346782332926,-0.018171466016248587,-0.0025205718064334136,0.013436862457170124,-0.055113078664057354,-0.07712867315479471,-0.00836846358073346,0.024577764021060086,0.06259041181442294,-0.11031508254415484,-0.022756178416682756,0.021239891998699717,0.1224865390990508,-0.0024454890907158653,-0.0027468098744454325,0.013603023093926516,0.006808321748081417,0.017608078295542794,0.013121512821588724,0.012268505187723407,0.015109501695783475,0.014974629585736149,0.018907592754733405,0.032638408380156324,0.031831656279621645,0.024158312001872236,0.025802329420119126,0.0246777955108404,0.02779946945673541,0.05718969290431414,0.06508803724040264,0.14266307690766747,0.023765565945280686,0.02340026247419469,0.013947843324891095,0.009923823072257695,0.025027062583207693,0.02190493166945369,0.08012560894195031,0.02215032776771514,0.02718677739022067,0.02219341611843583,0.03586917131849305,0.15100520032526615,0.16621321446230064,0.11711441034802479,0.07927503816653551,0.0019739924020737995,0.0015971950273852443,0.010425058902941096,-0.0026125363048282186,0.010002744050110497,0.015203062943530476,0.013871951215724218,0.0171351632452066,0.032250635655252026,0.025200253749689414,0.026537296702123406,0.06179559855107922,0.02363621170501333,0.011687334296619572,0.023337014154901796,0.07990114650750989,0.025048328455035872,0.029834242352909993,0.1603510425648443,0.0017658962010462863,0.02356345660780246,0.010425058902941117,0.0244599306076198,0.022738934032537277,0.1429162868885635
Citizen,0.12375770148890806,-0.09722777719339186,-0.006889626395280891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15332441773669206,0.8366737248052202,0.8132149892243176,0.8178533254712534,-0.3782548027195254,0.3167450521433156,0.01972275902277127,0.011463592345035823,0.1285315336058225,-0.00020261870787286309,1.0,0.35239882922307525,0.14548942695399894,0.2859921520478743,0.07777149467288832,-0.4278318352465574,-0.43295766408010516,0.4004968351565937,-0.37105156154887003,0.12663740003636362,-0.3161111228922006,-0.3646483288374874,0.37830276882749336,-0.1743154257357745,-0.40389552642031634,-0.05963840434017711,-0.12321665508139798,0.07406199885106349,-0.09365215154549217,0.8542372731378701,-0.1944471809158221,0.27108684696049523,-0.09023863894616407,0.026636698893135295,-0.21963196266189045,-0.06201404476850562,0.007664677399537751,0.01738154603974203,-0.3382316460420563,-0.31088430211051943,-0.31160552626050786,-0.2862811761358179,-0.13635110100447348,-0.16818948890661387,-0.0670108711641198,-0.0981086770456202,-0.18728391603586267,-0.19556922588196907,-0.05394249651823673,-0.06874011624335583,-0.01848914114914999,-0.022373412597970405,0.01960553592640089,0.016134534151224247,-0.13410091705126137,-0.23538455480744305,-0.22354704247599155,-0.39369724452338384,-0.3806082453641359,-0.24848440939249922,-0.24157652342127872,0.3368599135775758,-0.03529198500540839,-0.008228624436596617,-0.11699299777436284,-0.09498861682823818,-0.030301063274046688,-0.009013056023890197,-0.15451299821742384,0.3684540486053878,0.4344155539550134,0.45027202795909876,0.43359253704156087,0.013002500421526219,-0.32527948680072716,-0.2988560594047872,-0.1543185904186308,-0.08391418162520643,-0.19257497439014207,-0.06267679669748022,-0.02076992167175639,0.017680387734969213,-0.22946900028574813,-0.38715380983068104,-0.24529198754244735,0.35561794364822485,-0.021077394310906567,-0.1056218896655884,-0.018507266480447055,0.44451021524836365,-0.2379401907680771,0.43359253704156153,-0.2425539857424374,-0.23308070025081198,-0.13392176156626193
Income,0.16406950282315239,-0.2010731911205957,0.014394696546088456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14913071286212728,0.018744258925006425,0.012319939579066791,0.02409338288179748,-0.611485374419341,0.67656539015146,-0.2236132671910708,0.01494248140849719,0.1532712213476843,-0.0212423092184321,0.35239882922307525,1.0,0.6529974750248211,0.8367068689048258,0.6073537320733227,-0.7404936952561266,-0.7101055011035661,0.7445919918667314,-0.6725228596810341,-0.04281472769628614,-0.5098582778944087,-0.5758630923400058,0.4570210594305425,-0.2931246224500279,-0.5147344889974995,-0.21724313928600808,-0.15863324206958754,0.406602502767188,-0.050109298075427584,0.15878196433956476,-0.26131778536631156,0.15420741246112182,0.1399443169940128,0.10652672518772552,-0.4690544257328095,-0.06534544555875361,-0.3349193031699762,-0.32891943632637477,-0.577633575203721,-0.5898303449313282,-0.5797453260634359,-0.5829150856358735,-0.4694491412593905,-0.5168294219882248,-0.40929977137407825,-0.46644781204320573,-0.6321146893302629,-0.6303026666746551,-0.5441343031704496,-0.5518909448399496,-0.4671692693712285,-0.47378979327265786,-0.23006943125792587,-0.22868557783323334,-0.028528754217706866,-0.6358643104865878,-0.641735035345377,-0.5970472302452219,-0.600826932713428,-0.642393704785531,-0.6479406182628965,-0.21306934149988097,-0.35993564077481255,-0.376132086404597,-0.4426949423607924,-0.44865702819312214,-0.16492997156068173,-0.16525455993161756,-0.2017995327917053,-0.18628920604029087,0.1105638305105336,0.13289748456867975,0.7130871142124631,-0.3318579010965772,-0.5873862006169464,-0.5837703458546531,-0.497229165171238,-0.44137096800777315,-0.6326570610125882,-0.5507581673713526,-0.47224459881942377,-0.2297944905557603,-0.6412246208657494,-0.6005973502891774,-0.6473634398179916,-0.1987402936693195,-0.37180027988070996,-0.4486533114793657,-0.16599188466630826,0.12348723932267487,-0.646251967684011,0.7130871142124621,-0.641124799352353,-0.6467776227810833,-0.02837109224868679
IncomeErr,0.0263211375044734,-0.17294716025604664,0.03078742275439901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01931461138938974,-0.10809400088716131,-0.11061876498973393,-0.10099730713647143,-0.45331960640264346,0.5000792195182552,-0.12744226959606564,0.010679061022100228,0.08997575927396428,-0.005607520650223982,0.14548942695399894,0.6529974750248211,1.0,0.6586742342886709,0.6056269567693441,-0.437255088260185,-0.4363501032978062,0.5438985209045376,-0.4335682072252024,-0.09674607693683268,-0.3847743448250931,-0.4289308828088886,0.24436451226028147,-0.2402470772059313,-0.33974501540768426,-0.059802206854894034,-0.0912139653473057,0.37714558142980653,-0.1070457035437105,-0.009420070427579108,-0.19973308489519298,0.06268370344220507,0.1793421117048303,0.07617633049893767,-0.29378204366573407,0.007638257949690528,-0.23590158041330792,-0.23060443428749663,-0.4379022713467227,-0.4453901463055034,-0.44251926877463377,-0.4446137830143327,-0.34261116885855786,-0.38001360411102286,-0.28321896056506335,-0.32545554792129805,-0.46100307986046113,-0.4617204970213124,-0.38958352754179554,-0.39764869202691955,-0.3141445151909324,-0.32114728916212815,-0.16004187719863838,-0.16210485257562085,0.014562377065075979,-0.46668393234618205,-0.4711130331204024,-0.45831535756638214,-0.4600103281408347,-0.47200688540232155,-0.47654714916243995,-0.10951960785568073,-0.2557740165564269,-0.2682899186350789,-0.3239003316836236,-0.32466398929427165,-0.1179762609869902,-0.11554822188122903,-0.10746069064813436,-0.09379919665961614,0.13939038731738945,0.15388296930618983,0.5653539261543921,-0.23315746400521337,-0.4443449248649486,-0.4454123975083773,-0.36443084486077315,-0.3068533285612385,-0.46258568356919305,-0.3957723742124341,-0.3190218512489716,-0.16156642626518197,-0.4706858444742125,-0.4603531145907102,-0.4759205379453893,-0.10105913973279114,-0.2647453010638069,-0.32628483853701923,-0.11724194206926279,0.14795198335856893,-0.47473333894880926,0.5653539261543917,-0.470804687091749,-0.4752459711668328,0.015411224758919742
IncomePerCap,0.03919241023085465,-0.19107204144320986,0.20153171392699237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049259326170759773,-0.06850713394906725,-0.07731004893860619,-0.05641344964151732,-0.7104106854846736,0.7846619108122153,-0.16237052271846183,-0.003051919402648049,0.10213950070215479,-0.0396518386394818,0.2859921520478743,0.8367068689048258,0.6586742342886709,1.0,0.8005831705420242,-0.587359311535594,-0.606426669415372,0.8461896903892496,-0.6522704439128899,-0.1741809179959289,-0.6103864942667707,-0.6525547886691795,0.28230444042355196,-0.42290071850512945,-0.3859829630976457,-0.097321028990454,-0.03278240782638649,0.5536544378594237,-0.13352301009675235,0.1553353971474595,-0.23413167768821908,0.0010735931536176037,0.29849393691478737,0.101526952808963,-0.4053733437033604,0.11767222456240077,-0.2740841597974269,-0.2686227395234574,-0.5838204087638805,-0.6123764767647083,-0.5969173079541575,-0.617397653211243,-0.44598448529660045,-0.5051685651558668,-0.352057818411126,-0.4156698951456895,-0.5208101083930939,-0.5360578678113421,-0.4598038713032849,-0.4848328518502355,-0.3329835744233403,-0.35191759019157504,-0.12108266237227686,-0.12134415036265764,0.10302410769943575,-0.5757726710408546,-0.5949793873912564,-0.6127400396980176,-0.6289715033265594,-0.578660342196322,-0.5978820102182263,-0.06467986570688214,-0.3015740065932438,-0.3191748018086913,-0.3721665925859459,-0.3751341652118124,-0.15577273961445876,-0.1582220390710833,-0.0727962355501735,-0.042732751860888145,0.2808927973754185,0.2970804497746911,0.849311590852476,-0.2712760915558763,-0.6024461676871959,-0.610548224689935,-0.4801367680239323,-0.38739336102957417,-0.5309949180196916,-0.4760289330027678,-0.3447596388550178,-0.12149909314331955,-0.5884423399305724,-0.6234184635950303,-0.5911551499171365,-0.05258832522837677,-0.3136764741422633,-0.37605044347867395,-0.15797886150290566,0.2907794338357558,-0.5916131756778302,0.849311590852476,-0.579045167051451,-0.5982444679242885,0.10257083757717501
IncomePerCapErr,0.03569732827279296,-0.1427962219352078,0.16061444119418164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032006590898909046,-0.19682394030179282,-0.19852875224456046,-0.18474286845536286,-0.5356265166801037,0.5890054697714984,-0.09154941572444264,0.004972245454053511,0.05508754677143861,-0.01665335921249749,0.07777149467288832,0.6073537320733227,0.6056269567693441,0.8005831705420242,1.0,-0.388680823406063,-0.41935520993718123,0.6199874643924213,-0.46968562421317456,-0.10940422813235222,-0.4718648057346242,-0.48359111971237856,0.12116521701076395,-0.33855979134708286,-0.2676765431455299,0.026248625086122405,-0.0007982292506531381,0.507968761647625,-0.14569630534000422,-0.0271260565035204,-0.1331602459479722,-0.05970989263154105,0.245763191368803,0.06555245244640982,-0.23028473139377326,0.1576000473442968,-0.2210797837687117,-0.21636158726452964,-0.49916918937394267,-0.5267253341076157,-0.5128193243418765,-0.5342321865798557,-0.3649974307019447,-0.4186459774530465,-0.27418321041503485,-0.33054619090087883,-0.4311300123400136,-0.4473392869916593,-0.3844684826567075,-0.4072306061087822,-0.2595653331510709,-0.2783798297932795,-0.07739835862483962,-0.0807775215364672,0.14476199764570793,-0.4807204414478201,-0.5005729560639359,-0.5238362536656613,-0.539946568575297,-0.481582832820035,-0.5011375037420044,-0.03825620420425342,-0.2485617341826335,-0.2643438902714269,-0.3075214305283581,-0.3079528719113953,-0.12641922361478447,-0.1304677761572039,-0.010021929831943145,-0.02290916015865825,0.2575156187561226,0.26864905351751095,0.7531819012131111,-0.21864302057319765,-0.5167926633971172,-0.526635098032358,-0.39580092225406294,-0.3053576519168854,-0.441649512590456,-0.39909140862508297,-0.27107348325157915,-0.07948612669388978,-0.49344826340041126,-0.534238288674622,-0.49398863425198763,-0.029778972646064633,-0.259221179594179,-0.30962155488959636,-0.12936694570845586,0.2644818838733894,-0.49525680983872267,0.7531819012131128,-0.4826944931714578,-0.5023987055960994,0.14484198772502813
